lambda;sigma;Gsc;lat;lat_rad;as;bs;Elev;z;Roua;Ca;G;alphaA;alphaPT;ap;fz;b0;a_0;b_0;c_0;d_0;e0;e1;e2;e3;e4;e5;gammaps;epsilonMo;PA;alphaMo;betaMo;sigmaMo;lambdaMo;b1;b2
2,45;4,90E-09;0,082;0;0;0,23;0,5;2685;10;1,2;0,00101;0;0,14;1,26;2,4;28;1;11,9;-0,15;-0,25;-0,0107;0,819;-0,00409;1,07;0,0656;-0,00597;-0,000597;0,66;0,92;286;17,3;237;5,67E-08;28,5;14;1,2
