DATE;PRECIP;PET;FLOW_mmday;TEMP
1/1/2015;0.31;;;
2/1/2015;0.31;;;
3/1/2015;0.31;;;
4/1/2015;0.31;;;
5/1/2015;0.31;;;
6/1/2015;0.31;;;
7/1/2015;0.62;;;
8/1/2015;0.31;;;
9/1/2015;0.31;;;
10/1/2015;0.31;;;
11/1/2015;0.36;;;
12/1/2015;0.31;;;
13/1/2015;0.31;;;
14/1/2015;1.13;;;
15/1/2015;2.13;;;
16/1/2015;2.69;;;
17/1/2015;3.83;;;
18/1/2015;9.88;;;
19/1/2015;2.79;;;
20/1/2015;3.14;;;
21/1/2015;1.9;;;
22/1/2015;5.07;;;
23/1/2015;0.99;;;
24/1/2015;0.94;;;
25/1/2015;0.36;;;
26/1/2015;0.6;;;
27/1/2015;0.55;;;
28/1/2015;0.31;;;
29/1/2015;0.31;;;
30/1/2015;0.31;;;
31/1/2015;0.87;;;
1/2/2015;0.31;;;
2/2/2015;0.31;;;
3/2/2015;0.31;;;
4/2/2015;0.31;;;
5/2/2015;0.31;;;
6/2/2015;0.7;;;
7/2/2015;3.9;;;
8/2/2015;2.1;;;
9/2/2015;2;;;
10/2/2015;0.6;;;
11/2/2015;0;;;
12/2/2015;0;;;
13/2/2015;0.2;;;
14/2/2015;0.5;;;
15/2/2015;0;;;
16/2/2015;0;;;
17/2/2015;0;;;
18/2/2015;0;;;
19/2/2015;5.9;;;
20/2/2015;0.3;;;
21/2/2015;0;;;
22/2/2015;0;;;
23/2/2015;0.6;;;
24/2/2015;4.1;;;
25/2/2015;0;;;
26/2/2015;0.8;;;
27/2/2015;0;;;
28/2/2015;0.1;;;
1/3/2015;1.3;;;
2/3/2015;3.5;;;
3/3/2015;0;;;
4/3/2015;6.1;;;
5/3/2015;0;;;
6/3/2015;0;;;
7/3/2015;0;;;
8/3/2015;0;;;
9/3/2015;0;;;
10/3/2015;0.1;;;
11/3/2015;0;;;
12/3/2015;0;;;
13/3/2015;0.4;;;
14/3/2015;0.1;;;
15/3/2015;0.1;;;
16/3/2015;0;;;
17/3/2015;4.88;;;
18/3/2015;7.59;;;
19/3/2015;6.68;;;
20/3/2015;10.68;;;
21/3/2015;4.76;;;
22/3/2015;2.66;;;
23/3/2015;2.56;;;
24/3/2015;11.12;;;
25/3/2015;8.49;;;
26/3/2015;1.91;;;
27/3/2015;0.5;;;
28/3/2015;0.94;;;
29/3/2015;5.78;;;
30/3/2015;4.15;;;
31/3/2015;0;;;
1/4/2015;0;;;
2/4/2015;0.7;;;
3/4/2015;0;;;
4/4/2015;1.24;;;
5/4/2015;4.38;;;
6/4/2015;0.6;;;
7/4/2015;0.31;;;
8/4/2015;3.45;;;
9/4/2015;0;;;
10/4/2015;0;;;
11/4/2015;0;;;
12/4/2015;1.7;;;
13/4/2015;0;;;
14/4/2015;7.2;;;
15/4/2015;0.3;;;
16/4/2015;2.1;;;
17/4/2015;8.5;;;
18/4/2015;5.9;;;
19/4/2015;4.1;;;
20/4/2015;0.5;;;
21/4/2015;0.1;;;
22/4/2015;0.1;;;
23/4/2015;1.3;;;
24/4/2015;0.3;;;
25/4/2015;4.2;;;
26/4/2015;4.3;;;
27/4/2015;1.2;;;
28/4/2015;0.1;;;
29/4/2015;0.3;;;
30/4/2015;0.3;;;
1/5/2015;0;;;
2/5/2015;0.8;;;
3/5/2015;3.1;;;
4/5/2015;1.1;;;
5/5/2015;2.9;;;
6/5/2015;0;;;
7/5/2015;0;;;
8/5/2015;0;;;
9/5/2015;0;;;
10/5/2015;1.3;;;
11/5/2015;3;;;
12/5/2015;2.3;;;
13/5/2015;0.3;;;
14/5/2015;0;;;
15/5/2015;0;;;
16/5/2015;0.6;;;
17/5/2015;0.3;;;
